client_id,y
2260178,yes
7919588,yes
3688831,yes
5564829,yes
1455191,yes
4396066,yes
2520552,yes
5249270,no
5826757,yes
7145393,yes
7802324,yes
5911727,no
4708241,yes
2803029,no
1714669,yes
8363978,yes
6049432,yes
8753783,yes
2709276,yes
1796453,no
2787813,no
5296071,yes
1531623,yes
9041697,yes
5943150,no
1681184,yes
5865182,yes
3396092,yes
6573033,yes
9959002,no
3164379,yes
4534414,yes
4450315,yes
4636798,yes
5819321,no
3434263,no
6697524,yes
4371451,yes
8393824,no
4505113,yes
7601088,yes
6676483,yes
7034537,yes
4276385,yes
3011542,yes
8923311,yes
5122963,yes
6739138,yes
4040630,yes
9530855,yes
3779072,yes
7969205,yes
6749095,yes
2662658,yes
1797385,no
9122890,no
4901592,yes
5007297,yes
1452034,yes
1401367,yes
9194125,yes
9806017,no
1201249,no
4181873,yes
7032557,yes
2880899,yes
3184611,yes
4032411,yes
7093371,yes
9126490,yes
5943436,yes
4460660,yes
1681974,yes
2964171,yes
5361888,yes
3768594,yes
1762520,no
1611838,yes
3054039,no
9667932,no
5796899,yes
7865627,yes
6233854,no
5474814,yes
1424310,yes
6085426,yes
7778238,no
2314570,no
2658021,yes
6733706,yes
1862195,yes
4536773,no
7038090,no
3997656,yes
2008548,yes
2760412,no
9886981,yes
8810972,yes
3540269,yes
9594434,yes
7156689,yes
1851979,yes
2667181,no
8697229,yes
5616656,yes
2453419,no
5507831,no
9832548,yes
7557329,yes
8122428,yes
4963593,yes
7951997,yes
2109610,yes
7547189,yes
5202846,yes
2686776,yes
6092455,yes
6687551,yes
7452001,yes
7401599,yes
2228954,yes
5174042,yes
8572537,yes
9499590,no
5811346,yes
7413022,yes
8440249,yes
2384789,yes
3556721,yes
9532345,yes
3316040,yes
3733203,yes
8430898,yes
1071442,no
6956142,yes
9368774,yes
6076005,no
8711556,yes
5207944,yes
2060611,yes
3859730,yes
7879328,no
3993179,yes
1450937,yes
7670609,yes
6450075,no
5597209,yes
6347594,yes
2122679,yes
1311373,yes
2326586,yes
4058286,yes
6963260,no
6591815,no
7255639,yes
3618519,no
3249397,no
3517921,yes
6616566,yes
5678845,yes
9840250,yes
6803896,no
9816058,yes
6521353,yes
4692121,yes
8736350,no
5457822,yes
8753500,no
6712035,yes
9191540,yes
9234097,no
8509042,yes
8108545,yes
8947110,no
5911724,no
1187004,no
7360489,no
9966684,yes
7454895,no
3863795,yes
4039632,no
4479107,no
2446900,yes
1879774,yes
9311086,yes
9438879,no
2500624,yes
9036935,yes
7789458,yes
4326103,yes
6768125,yes
1840252,no
3263722,yes
8944174,no
2915169,no
7326228,yes
8751163,yes
2405770,yes
8617723,yes
4568278,yes
4949347,yes
6336813,yes
2813731,no
2696776,yes
1768304,yes
9897052,no
9424891,yes
3253315,yes
6360133,yes
3062795,yes
3561331,yes
6397148,yes
5768711,yes
8864331,no
9843406,no
5258496,yes
6089402,no
6644510,yes
2745318,yes
1532243,yes
5553909,yes
1851832,no
1307047,no
4973166,yes
5053452,yes
9476015,no
9407107,yes
2639570,yes
3186030,no
5861223,yes
6516868,yes
9717394,yes
9939273,no
8247027,yes
8567338,yes
4812148,yes
7281092,yes
2509315,no
8927684,yes
1551627,yes
8626088,yes
7564577,yes
5050162,no
8065420,no
1607730,yes
8949688,yes
4172200,yes
1148406,yes
6603593,yes
7160585,yes
9419632,yes
1465989,yes
3365116,yes
6824432,yes
8572826,yes
2832361,no
2454105,yes
6521768,no
6523159,yes
5713161,yes
3081644,yes
6777432,no
2272588,yes
8601036,yes
9819599,yes
9240400,yes
4945939,yes
7822207,yes
2211343,no
9036300,no
9349125,yes
7262613,no
9989112,yes
8837559,no
7731744,yes
9998701,yes
2077142,no
5916272,yes
7725016,yes
8175511,yes
2111949,yes
2394946,yes
2762649,yes
5017299,yes
4188340,no
9429886,yes
8224627,yes
3824715,yes
8463516,yes
5139028,yes
7207397,no
8600579,yes
9696322,yes
8289945,yes
2547655,yes
1566770,yes
2926555,yes
1230150,yes
7902665,yes
8210468,yes
8218678,no
4070319,yes
3505862,yes
6415103,no
5630112,yes
1209344,no
8643066,yes
1692345,yes
9675573,yes
5953651,yes
4048669,yes
2733974,no
3829353,no
3597502,yes
3054517,yes
8034922,yes
8213229,yes
4169675,yes
6494959,yes
3980292,no
4028972,yes
5300499,yes
6902719,yes
3349571,no
3391152,yes
3992721,no
5818806,no
5475666,yes
4221794,yes
7823257,no
1830236,yes
3538667,yes
6971164,yes
6089964,yes
2791569,yes
8646189,no
1968085,yes
2905196,yes
2113265,yes
2987604,no
8296988,no
6411987,yes
1625553,no
5712332,yes
1397071,no
3668247,yes
9777830,no
9593067,no
2580600,yes
1799870,no
5537408,yes
8223515,yes
5736299,yes
5249919,no
9301943,no
1391971,yes
2049167,no
9594717,yes
9255956,yes
4945683,yes
2329235,yes
4759915,yes
6171372,yes
5295523,yes
2566195,yes
6371782,yes
1721158,yes
8917404,yes
1875832,yes
7701997,yes
8581319,yes
7112571,no
1446802,yes
2159261,no
9209462,yes
7966878,yes
2650009,no
2200507,yes
3863363,yes
7040489,yes
8917753,yes
5600328,no
6078581,yes
8303996,yes
6007372,no
6792770,yes
6447387,yes
7237787,yes
8773791,no
3748812,no
7608885,yes
1159548,yes
7246369,yes
9398236,yes
5544685,yes
9872896,yes
6606356,yes
8726262,yes
3216861,no
7289709,yes
1328170,yes
5532423,no
2732272,yes
7891675,no
2121630,yes
4664555,no
1760752,yes
9736773,yes
4640076,no
2060992,yes
7498281,yes
9031338,yes
6268992,yes
1597800,no
6621163,yes
2377321,yes
9931444,yes
4796553,yes
8605554,yes
4433530,yes
2180711,yes
9893597,yes
9314410,yes
3276429,no
6030598,yes
9138343,no
6603855,yes
5666319,yes
3415052,yes
4844339,yes
1327207,no
9221443,yes
8433702,yes
9125988,yes
4317832,yes
7682624,yes
9844107,yes
7974201,yes
4678420,yes
8277705,yes
6133659,yes
8559160,no
4212070,yes
9040534,yes
5434825,yes
7541235,yes
6400827,no
1682847,yes
4827348,yes
9041950,yes
5311873,yes
3423764,yes
1257253,no
8495198,yes
5695734,no
6894758,no
8134279,yes
1419693,no
7805854,yes
9941960,yes
2395454,no
2147286,yes
3265983,yes
6706409,no
9717539,no
3221160,yes
7880822,yes
1346361,yes
1449287,yes
9647402,yes
5254619,yes
5774262,no
9143152,no
3977921,yes
4264391,no
1339453,yes
2901161,yes
8900167,yes
1275607,yes
2971117,yes
7902138,yes
2624326,yes
2186850,yes
7739413,yes
1150954,yes
6110829,no
5145434,no
9055416,yes
8991814,no
9685884,yes
9394010,no
9933155,yes
2107653,no
2515190,no
6964527,yes
1028474,yes
8376527,yes
1473312,no
7130169,yes
2808801,yes
4032977,no
7953754,no
9729537,yes
5152190,no
2148111,no
7581499,yes
1837553,yes
9952425,yes
8512763,yes
1165815,yes
5920451,yes
7387459,yes
6181535,no
4137767,yes
6630973,yes
7803743,no
4850985,no
5547002,yes
1088167,yes
7256091,yes
8320706,yes
4469707,no
4482063,yes
4974979,yes
2468093,yes
1961029,yes
2724840,yes
8141808,yes
6011663,yes
3718035,no
2364639,no
6618281,yes
9554375,yes
7653076,yes
2221557,yes
2461843,yes
6682134,no
9665338,yes
9865622,yes
2722843,yes
9666511,yes
3874810,yes
2505544,no
3673691,no
2509393,yes
6260741,yes
7270280,no
6145792,yes
2812436,yes
8827561,yes
9717851,yes
7635442,yes
7915433,yes
4477990,yes
3321465,yes
3022681,yes
9353447,yes
7508517,yes
1979287,yes
2587225,no
1390551,no
8702327,no
7733651,no
8165129,no
6677054,no
2402145,no
9685467,yes
3847667,yes
3706070,yes
8035431,yes
3221446,yes
7982761,yes
9580293,yes
2144802,no
7017232,no
3056870,yes
8405465,yes
4435615,no
2447778,no
6878854,no
3425063,yes
5414438,yes
5562021,yes
4361522,yes
3705118,no
4220046,yes
5743732,no
2624729,yes
1214079,yes
3847139,yes
4583900,yes
2635350,no
2750793,yes
4715268,yes
8824899,yes
4838190,no
7285181,yes
6890514,yes
5462337,yes
8555523,yes
7194652,yes
7399961,yes
7844297,yes
6964317,no
3044602,yes
3804714,yes
2974052,yes
3141997,yes
7956934,no
4936856,yes
4669464,no
4732523,yes
2737027,yes
6736612,yes
7763954,yes
5100282,yes
3141911,no
6691291,yes
3880424,yes
1820892,yes
3930349,yes
2768894,yes
8122759,yes
1278217,yes
5152498,yes
3264174,yes
2887201,yes
2026161,yes
7196435,yes
2485586,yes
3191768,no
3765354,yes
7266374,yes
8489111,yes
5178397,no
1606194,yes
6822554,yes
6385215,yes
6390185,yes
5285988,yes
4117903,yes
9809301,no
3823964,yes
9911110,yes
7169131,yes
5493067,yes
5562315,yes
6062875,yes
2032627,yes
9771688,no
4128433,yes
7491879,no
3566265,yes
7711769,yes
4630164,yes
4419789,yes
6748269,no
2997278,yes
3931588,yes
8472226,yes
5940240,yes
1423397,yes
8303767,yes
6057380,yes
2891480,no
8883908,yes
7854096,no
4183581,yes
6931385,yes
3714685,yes
8972872,no
7456841,yes
7228246,no
2081687,yes
4696605,yes
8298616,yes
2109906,no
6059109,yes
9601003,yes
1913498,yes
1944048,no
7145295,yes
4598821,no
1848578,no
6724188,yes
8796720,no
4408592,yes
8205823,no
8691048,yes
5445294,yes
4701464,yes
2331666,no
2642151,no
9244979,yes
1646683,no
1957138,yes
7952874,yes
8254603,yes
2826147,yes
5782189,yes
1730472,yes
3960758,yes
9683106,no
9011797,yes
2954870,yes
2509717,yes
4103286,no
4183616,no
3293413,yes
4080519,yes
5583846,no
8705463,yes
7215213,yes
4905939,yes
7154440,yes
7993518,yes
7833746,yes
7975971,no
3689223,yes
3123135,yes
4880146,yes
9916539,no
5157064,no
6314540,yes
7301702,yes
6047175,yes
1119250,yes
5930344,no
7227528,no
4813918,yes
7709555,yes
1615402,no
2905910,yes
5476364,yes
8713612,yes
1808259,yes
8822739,yes
1498234,yes
6394358,no
9242961,yes
6738851,yes
8797441,yes
4833485,no
8487705,yes
5284872,yes
4357602,yes
5552362,no
8739923,yes
4654218,no
2178702,yes
5647259,yes
3596510,yes
9139699,no
4407490,yes
9019053,yes
1566855,yes
2925619,yes
3312244,yes
4153801,yes
3538481,yes
6025284,yes
7100932,yes
1499940,yes
6423079,yes
8305651,yes
4483573,no
3367563,yes
8557284,yes
4994462,yes
3674193,no
7272885,yes
3434527,no
7700123,no
3744361,yes
9710956,no
7723131,no
4500205,no
5304477,no
6105631,yes
5612043,yes
4019066,no
8490656,yes
5620618,yes
1863563,yes
9914688,yes
2224089,yes
2503890,yes
6561707,yes
6499843,no
7514671,no
5110026,no
7347729,yes
1175423,yes
8585443,no
8077919,no
5211555,yes
9398118,yes
7543463,yes
7779181,no
8679008,yes
9418925,yes
8621619,yes
8306886,no
5384855,yes
9382160,yes
3980736,no
2225597,no
9020825,yes
8077486,yes
8858337,yes
4932626,yes
6021576,yes
4907377,no
6014751,no
1776546,no
9533812,no
6333833,yes
2815396,yes
6569350,yes
1051630,yes
9579757,no
4450621,yes
1162365,yes
8787465,yes
3648094,yes
4941683,yes
3639207,yes
2540093,yes
1352273,yes
2204428,no
8117826,no
8009123,no
7492926,yes
4345519,no
4271371,yes
4587884,no
6865045,yes
5502991,yes
6518420,yes
6719887,yes
5240730,yes
4767530,yes
2731774,no
9405642,no
7310230,yes
5705577,yes
6402361,no
1341427,yes
5027574,yes
3600720,yes
2580314,yes
2394491,yes
6231559,yes
7868533,yes
6723502,no
5450547,yes
6225913,yes
4656205,yes
3843309,no
8125835,yes
9268923,yes
2060408,no
4498277,yes
2841021,yes
8637607,yes
3669630,no
2421551,no
7533737,yes
6203021,yes
8116673,yes
9984733,no
4071606,no
1024580,yes
2491250,yes
4486932,no
5383062,no
9467000,no
9090446,yes
1985143,yes
4341434,yes
3588042,yes
9749397,no
9812749,yes
4158745,no
5027004,no
1388975,yes
4494843,no
6098012,yes
1880309,no
8380028,yes
4588093,yes
3980234,yes
7314409,yes
4721995,no
7995253,yes
3402275,yes
6837020,yes
3313600,yes
5163091,no
4218548,yes
3345511,yes
6598938,yes
6914423,no
8234425,yes
5793564,yes
6067872,no
1030252,yes
6094555,no
6291703,yes
6530406,no
8691409,no
3775091,yes
7806027,no
3333388,yes
9275616,yes
9710796,yes
2230243,yes
1761907,yes
8254587,yes
4208729,yes
5576757,no
8016814,no
9219966,yes
9878666,no
5763231,yes
4511287,yes
3404641,yes
7620159,yes
3081431,yes
6206693,no
4756741,yes
8588939,yes
4756827,yes
4281543,yes
6043996,no
8071175,yes
7148067,yes
4058498,yes
5079303,yes
5286529,yes
5124434,no
9571454,yes
6995822,yes
5402431,yes
6355630,yes
1642954,yes
9093094,no
4199393,yes
2890746,yes
6643716,yes
2016440,yes
1448881,yes
8347139,no
3319180,yes
7592847,no
4674723,yes
7766077,yes
9732717,yes
9801587,yes
3524880,no
1855236,yes
4392881,no
2833198,yes
1985024,yes
8368984,yes
4635997,no
7779778,yes
1145725,yes
5132840,yes
5385135,yes
5425297,yes
6050748,yes
6960894,no
2458958,yes
1942756,no
2312712,no
1409220,yes
6549091,yes
1560851,yes
7071823,yes
2671550,yes
1191830,no
7726003,no
4768331,no
4589760,yes
5684127,yes
8296240,no
5104298,yes
1872457,no
6866999,yes
6796126,yes
4827249,no
4747119,yes
2232276,no
9241148,yes
8277692,no
7333440,yes
1213123,yes
5673202,no
8738215,no
5789439,yes
4700859,no
6083199,no
5760107,yes
2933314,no
6685136,no
5158786,no
4229186,no
5040925,yes
7071044,yes
7045878,no
6918179,yes
4004576,no
2172167,yes
7488893,no
4979042,yes
3869548,no
3585809,yes
6199471,yes
3949953,yes
7910189,yes
1183326,no
1340371,no
8507509,yes
8525876,yes
8842391,yes
5772943,yes
4650399,yes
6596195,no
7245277,no
5872084,yes
6174826,yes
7974733,yes
7638515,no
4469317,yes
7643762,yes
2923088,yes
4784314,no
7549532,yes
4755302,yes
8778258,no
5712040,no
7204129,no
5870711,yes
9386792,no
8559777,yes
6493457,no
5310194,no
3036640,no
9188803,yes
7019423,no
9061583,no
4383728,no
6139532,yes
7405893,yes
3966385,yes
3450115,yes
6783579,yes
8984941,no
6370783,no
6984308,yes
4789384,no
4896191,yes
4256397,yes
7139216,yes
5786705,yes
8595738,yes
9321739,no
8132612,no
5171727,no
8468656,yes
7056882,yes
4530450,no
3723763,yes
6696554,no
7789670,no
7285831,yes
2919157,no
4873068,yes
3488301,no
3135937,yes
1802959,no
4322500,no
9105237,yes
4631687,yes
3905406,yes
4321502,yes
3205450,yes
2834484,no
1443593,yes
4198348,no
2944428,yes
3973502,yes
7448497,yes
9024874,no
3364548,no
6195983,yes
4576037,yes
4912092,no
6174948,yes
1510406,no
6518247,no
5174527,no
5009062,yes
7370636,yes
1521648,yes
9996707,no
1795355,no
1323645,yes
5596118,yes
1048383,yes
1847460,no
9614433,yes
5897531,yes
6953628,yes
2884931,yes
6392920,yes
1348518,yes
8236478,yes
2799519,yes
2982652,yes
2765256,yes
2552426,yes
6154583,yes
5675450,no
9241437,yes
3183387,no
4785554,yes
7197530,yes
3535034,yes
1703569,no
1207130,no
3428084,yes
5341875,no
2957445,yes
7214313,yes
8981475,no
9805464,yes
3553068,yes
1696965,yes
9754923,no
7986213,no
6402129,yes
5531894,yes
6854730,yes
4926256,no
6568275,yes
1147016,yes
6126260,no
6745751,yes
4020937,yes
1929195,yes
7573199,yes
8480873,no
3080648,yes
2173620,yes
5792170,yes
6648178,yes
7026126,no
2659390,yes
5124098,no
1991532,no
6938026,yes
5922571,no
9731752,yes
6420699,yes
3889454,yes
9632955,yes
5470931,yes
3054649,yes
5863460,yes
6108315,yes
4039132,yes
9708210,no
5259431,yes
6526128,yes
4977060,yes
8259571,no
7214337,yes
2508594,yes
5330410,yes
7805519,no
7464149,no
9214506,no
3261402,yes
2905167,yes
1277380,yes
8042704,yes
8626553,no
1166338,yes
8987243,yes
9232072,yes
2536193,yes
5035128,no
5389084,no
5826235,yes
9686238,yes
9177643,no
7254888,yes
8743463,no
2566011,yes
5250626,no
1836485,no
5007425,yes
2354829,no
6936543,yes
1956303,no
9823922,yes
6245901,no
4231701,yes
5548815,yes
4632110,yes
4640164,yes
8269811,yes
9498879,no
1490846,yes
5335885,yes
5263281,yes
8697560,no
8200663,no
4502165,yes
3831767,yes
3576998,no
6010631,no
2201426,yes
8513009,no
4307587,yes
9864083,no
6889142,yes
4828712,yes
4006866,yes
2528833,yes
1600863,yes
8506814,no
4053681,yes
5517458,no
5172536,yes
5437549,yes
5934804,yes
9470273,yes
8601066,no
4574722,yes
5581886,yes
6665488,no
7844846,yes
7901382,no
6774009,yes
6756729,no
2162312,no
8621194,yes
2279200,yes
6612935,yes
5566963,yes
2176755,yes
9981107,yes
6170624,no
2207931,yes
5871269,no
1489666,no
8459516,yes
2420368,no
4786211,no
4134957,no
6986413,yes
3771415,yes
6556002,no
7102840,no
2643397,yes
6718477,yes
9162219,yes
2168409,no
5249017,yes
2543251,yes
6197148,yes
3352713,no
9588949,no
3225506,yes
5708620,yes
9544436,yes
3293157,yes
7517353,no
9514499,no
9908755,yes
2734421,yes
7449463,yes
5838820,yes
9751103,yes
1372919,yes
9393718,no
6326905,yes
9865880,yes
3912161,yes
2428886,yes
4851554,yes
6760537,no
5082034,yes
9215540,no
7252027,no
3418408,no
2660189,yes
5462753,yes
7081557,no
5973797,yes
1419108,no
5811783,no
7154988,no
8763554,yes
1446015,no
6550997,yes
8900930,no
8450017,yes
8194054,yes
5539939,no
2329506,no
4570861,yes
4040993,no
3964103,yes
6295685,yes
2597370,yes
7947575,yes
4643676,yes
5448776,yes
6507521,yes
4874843,no
3570795,no
3999336,yes
7816404,yes
6751199,yes
4926983,no
6537700,yes
1501556,no
3232718,yes
3504165,no
6986652,yes
2256563,no
5151983,no
9206502,yes
9488690,yes
2388259,yes
6195844,no
6223081,yes
4355151,no
2063571,no
3523696,no
5394834,yes
4351343,yes
3102467,yes
5402136,yes
9019089,yes
9527852,no
4645096,yes
8880929,no
2296078,no
9132100,yes
1216688,yes
7659401,no
6077955,no
6419124,no
6912749,yes
7170052,yes
9937381,yes
7627446,yes
3388761,yes
4709490,no
6064415,no
7499236,no
4352955,no
7266256,yes
4370407,yes
4421152,yes
4635664,yes
5599343,yes
6554183,no
8503530,yes
1203547,no
5573778,no
4866615,yes
6814632,no
8156633,yes
8695275,no
5087940,no
7783590,yes
5549947,yes
8634233,yes
8712856,no
6659823,yes
7502844,yes
9758521,no
5225572,no
7606730,no
5314388,yes
2325164,yes
4408264,yes
1208618,yes
3077053,no
8395343,yes
1185443,yes
1300475,yes
2209459,no
4436016,yes
6127912,yes
2135584,yes
5672697,yes
8941637,yes
6533464,yes
3991074,yes
6595341,no
2293574,yes
2713109,yes
5212459,yes
5332452,yes
5418792,no
6744452,no
1524623,yes
3275214,no
9489224,yes
4815616,no
7005452,no
9040780,no
2897615,no
5322810,yes
3104489,yes
7991873,no
2360671,yes
5192493,yes
2317609,no
4377540,yes
3889235,yes
3563602,no
1722377,yes
5609658,no
6718695,yes
8318410,yes
4192166,yes
5667045,yes
5040972,yes
6637287,yes
9969157,yes
4153363,yes
6237188,no
2458100,yes
1782655,no
2342648,yes
9457726,yes
1705837,no
5142715,no
6638090,no
6689792,no
8644335,no
1526486,yes
6674814,no
3127095,no
5809400,yes
6363220,yes
4888592,yes
6831573,no
2661739,no
9910422,yes
7362842,yes
5659523,no
4160117,yes
4565593,yes
7554413,yes
8233460,yes
9297824,no
6869443,yes
4548093,no
7337616,no
2350114,yes
5951552,yes
4744861,yes
8147956,yes
4183802,no
7814047,no
2753826,no
2372930,yes
3657761,yes
3227237,yes
5415364,no
1130354,yes
7176765,yes
7728772,yes
2247485,yes
6977938,yes
1487569,yes
4435262,yes
4387468,yes
1642054,yes
5533813,no
2922121,no
1996745,no
7652752,yes
9646808,yes
6192358,yes
1059239,yes
1200744,no
6690873,yes
1297951,yes
4142332,no
1590562,yes
9174657,yes
2545042,no
5902612,no
4013314,yes
2531625,yes
6214238,yes
3054704,no
5474239,no
1418212,yes
3470326,no
6354863,no
7252671,yes
1140982,no
6177407,yes
8343780,yes
3194658,yes
2392394,no
6539218,yes
5335048,yes
6397872,no
9303055,yes
5754389,yes
1286280,no
4630179,no
9715876,yes
9129522,no
4242233,yes
4813496,yes
4287262,no
1873868,yes
7896530,no
2254207,yes
4859446,yes
6863633,yes
7299056,yes
8929811,no
7072371,no
3429025,no
7704348,yes
2841788,yes
9508939,yes
8791717,yes
9166263,yes
6683921,no
1742020,yes
9771665,yes
8581921,yes
4868149,no
8667686,yes
9001005,no
6394051,yes
7716806,yes
9539279,yes
4745571,no
8542418,no
3736073,no
2247838,yes
9653035,yes
4111538,yes
6181208,no
1401704,no
3395940,yes
8716225,yes
9373481,yes
7088989,yes
3436155,yes
4896612,no
3516107,yes
5084069,no
9401654,yes
3768936,yes
8273403,no
1199765,yes
5621406,yes
9123443,no
5886099,yes
7891320,yes
6396878,yes
8428488,no
4416648,no
5603755,yes
6202361,yes
7285228,yes
8360814,yes
9840167,no
7347112,no
4324260,no
3419191,yes
7200285,yes
6801849,yes
3694492,yes
4282360,no
4328218,no
5382303,no
9060417,yes
7949904,yes
4360025,no
6246523,yes
9718107,no
1702903,no
3726383,yes
9110187,no
6627996,yes
4075159,yes
1768358,no
3092057,yes
9270546,no
9416774,yes
5726180,yes
7559437,yes
9166215,no
3782738,yes
2549964,no
1722383,no
1614641,yes
9279781,yes
9567716,yes
7514596,yes
1336632,yes
1226224,yes
3421894,no
4809277,no
2296886,no
2841059,yes
7346176,yes
2480552,yes
6537248,yes
6583801,yes
1721569,yes
5170959,yes
3952296,yes
2401858,no
3218474,no
5942157,no
4083648,yes
5869775,yes
7128754,no
7462671,yes
3425822,yes
5085098,no
3357525,no
8219136,yes
3693719,yes
6976380,no
3037793,no
2675880,yes
7857408,no
6788458,yes
8596427,no
